Date,Open,High,Low,Close,Adj Close,Volume
2001-06-15,40.459999,40.459999,40.000000,40.049999,30.152382,5100
2001-06-18,39.950001,39.950001,39.790001,39.849998,30.001804,4200
2001-06-19,39.799999,40.450001,39.799999,39.849998,30.001804,2100
2001-06-20,39.849998,40.450001,39.099998,39.849998,30.001804,6100
2001-06-21,40.540001,40.540001,39.869999,40.000000,30.114733,7800
2001-06-22,40.299999,40.669998,39.520000,39.700001,29.888861,7600
2001-06-25,40.500000,40.500000,39.570000,40.009998,30.122257,2800
2001-06-26,39.549999,39.849998,39.509998,39.509998,29.745832,2900
2001-06-27,39.950001,39.950001,39.349998,39.900002,30.039442,2200
2001-06-28,39.880001,39.900002,39.369999,39.900002,30.039442,83300
2001-06-29,39.750000,39.750000,38.599998,39.349998,29.625360,8800
2001-07-02,39.650002,39.650002,39.000000,39.450001,29.700640,9800
2001-07-03,39.650002,39.950001,39.650002,39.950001,30.077082,1200
2001-07-05,39.950001,40.500000,39.950001,40.450001,30.453527,2200
2001-07-06,39.000000,40.680000,39.000000,40.540001,30.521273,2600
2001-07-09,40.660000,40.660000,39.000000,39.639999,29.843691,1600
2001-07-10,38.680000,39.750000,38.509998,38.689999,29.128481,9000
2001-07-11,38.009998,39.490002,37.540001,39.490002,29.730768,4200
2001-07-12,39.599998,39.599998,39.060001,39.500000,29.738293,2500
2001-07-13,39.599998,39.740002,39.150002,39.330002,29.610308,1100
2001-07-16,39.119999,39.799999,39.119999,39.150002,29.474789,2200
2001-07-17,39.169998,39.400002,39.119999,39.299999,29.587725,2400
2001-07-18,39.119999,39.119999,38.709999,38.900002,29.286573,43000
2001-07-19,38.900002,38.900002,38.619999,38.750000,29.173649,3100
2001-07-20,37.900002,38.160000,36.950001,36.950001,27.818474,3100
2001-07-23,38.450001,38.450001,36.900002,37.250000,28.044336,2000
2001-07-24,37.450001,38.450001,37.349998,38.060001,28.654167,3200
2001-07-25,36.169998,37.849998,36.169998,37.250000,28.044336,16600
2001-07-26,37.900002,37.900002,37.150002,37.150002,27.969070,8200
2001-07-27,37.080002,37.840000,37.080002,37.840000,28.488531,700
2001-07-30,37.500000,37.900002,37.500000,37.529999,28.255154,700
2001-07-31,38.230000,38.230000,37.009998,37.009998,27.863649,600
2001-08-01,36.900002,38.250000,36.900002,37.880001,28.518660,1800
2001-08-02,37.840000,37.840000,37.099998,37.099998,27.931406,1100
2001-08-03,37.110001,37.799999,37.020000,37.599998,28.307850,2900
2001-08-06,37.990002,38.000000,37.139999,37.200001,28.006687,1600
2001-08-07,37.099998,37.959999,36.759998,37.029999,27.878706,11300
2001-08-08,37.700001,37.900002,37.099998,37.099998,27.931406,4300
2001-08-09,37.599998,37.650002,37.150002,37.650002,28.345486,500
2001-08-10,37.740002,37.900002,37.700001,37.900002,28.533703,2500
2001-08-13,37.500000,38.650002,37.500000,38.590000,29.053179,4100
2001-08-14,38.820000,39.119999,38.410000,39.119999,29.452206,8800
2001-08-15,39.119999,39.500000,38.529999,39.200001,29.702251,3100
2001-08-16,39.200001,39.750000,39.200001,39.750000,30.118990,1300
2001-08-17,39.740002,39.740002,39.049999,39.740002,30.111412,5600
2001-08-20,37.500000,38.599998,37.200001,38.189999,28.936970,6500
2001-08-21,37.849998,38.799999,37.840000,37.840000,28.671759,2100
2001-08-22,38.740002,39.139999,37.799999,39.139999,29.656786,2000
2001-08-23,39.200001,39.400002,37.840000,39.340000,29.808319,3700
2001-08-24,39.419998,39.599998,38.029999,39.500000,29.929567,400
2001-08-27,39.599998,40.250000,38.360001,39.860001,30.202328,1500
2001-08-28,38.650002,40.650002,37.599998,38.880001,29.459782,4600
2001-08-29,39.000000,40.549999,38.049999,40.099998,30.384180,2600
2001-08-30,39.750000,40.000000,38.000000,38.650002,29.285503,2800
2001-08-31,39.990002,40.500000,39.990002,40.349998,30.573624,9300
2001-09-04,40.060001,42.240002,39.779999,41.700001,31.596527,42900
2001-09-05,41.730000,41.730000,41.299999,41.349998,31.331326,7700
2001-09-06,41.630001,41.630001,41.099998,41.470001,31.422253,5100
2001-09-07,40.939999,41.349998,40.439999,41.340000,31.323751,2300
2001-09-10,40.000000,40.000000,38.400002,38.660000,29.293079,8400
2001-09-17,36.240002,40.959999,36.240002,39.150002,29.664364,7600
2001-09-18,39.150002,40.150002,38.400002,38.400002,29.096087,16500
2001-09-19,40.400002,40.400002,37.250000,38.060001,28.838457,4200
2001-09-20,37.599998,38.139999,37.599998,37.599998,28.489912,2900
2001-09-21,38.529999,38.529999,36.509998,37.029999,28.058014,7400
2001-09-24,41.040001,41.060001,37.540001,38.340000,29.050617,7700
2001-09-25,39.799999,39.799999,37.580002,38.250000,28.982424,4800
2001-09-26,39.779999,39.779999,37.560001,38.540001,29.202162,5000
2001-09-27,38.009998,38.980000,37.330002,37.330002,28.285320,3100
2001-09-28,37.299999,38.650002,37.299999,37.750000,28.603569,2400
2001-10-01,38.630001,38.650002,36.730000,38.299999,29.020319,11300
2001-10-02,37.169998,38.990002,37.169998,38.990002,29.543131,9000
2001-10-03,38.439999,38.439999,36.090000,37.919998,28.732374,12300
2001-10-04,38.000000,38.389999,38.000000,38.000000,28.792997,4200
2001-10-05,38.650002,38.650002,37.599998,37.599998,28.489912,1800
2001-10-08,38.000000,38.000000,37.500000,37.500000,28.414135,600
2001-10-09,37.419998,37.500000,36.529999,36.529999,27.679155,3600
2001-10-10,37.639999,38.200001,37.150002,38.000000,28.792997,8700
2001-10-11,40.950001,40.950001,38.299999,38.459999,29.141535,19300
2001-10-12,38.049999,38.349998,37.910000,38.080002,28.853613,700
2001-10-15,37.900002,38.290001,37.400002,37.430000,28.361084,1600
2001-10-16,38.000000,38.389999,37.709999,38.290001,29.012737,18000
2001-10-17,38.419998,38.419998,37.759998,37.830002,28.664183,11800
2001-10-18,37.450001,37.910000,37.029999,37.630001,28.512644,3500
2001-10-19,37.970001,37.990002,36.700001,37.389999,28.330795,9300
2001-10-22,38.000000,38.000000,37.950001,38.000000,28.792997,3500
2001-10-23,38.099998,38.099998,37.400002,37.750000,28.603569,14700
2001-10-24,38.000000,38.299999,37.950001,38.020000,28.808140,13600
2001-10-25,38.099998,38.099998,37.040001,37.490002,28.406563,11800
2001-10-26,37.450001,38.000000,37.450001,38.000000,28.792997,3000
2001-10-29,38.119999,38.119999,37.169998,37.549999,28.452015,19900
2001-10-30,37.009998,37.910000,37.009998,37.060001,28.080748,1900
2001-10-31,37.150002,38.250000,37.119999,38.250000,28.982424,3700
2001-11-01,37.740002,38.000000,37.279999,38.000000,28.792997,3500
2001-11-02,38.000000,38.040001,37.919998,37.919998,28.732374,5500
2001-11-05,37.009998,38.299999,37.009998,38.299999,29.020319,2300
2001-11-06,38.259998,38.270000,37.349998,38.000000,28.792997,4300
2001-11-07,38.000000,38.000000,37.779999,38.000000,28.792997,3200
2001-11-08,37.779999,38.110001,37.380001,38.000000,28.792997,2300
2001-11-09,37.349998,38.000000,37.250000,37.250000,28.224709,3400
2001-11-12,37.810001,38.110001,37.799999,37.799999,28.641459,2300
2001-11-13,37.639999,38.200001,37.639999,38.000000,28.792997,2500
2001-11-14,38.189999,38.200001,38.009998,38.200001,29.136234,1400
2001-11-15,37.009998,37.599998,37.000000,37.430000,28.548904,6100
2001-11-16,38.299999,38.639999,38.000000,38.000000,28.983675,12000
2001-11-19,38.380001,38.380001,37.009998,37.349998,28.487902,2500
2001-11-20,38.279999,38.290001,37.279999,37.869999,28.884506,2900
2001-11-21,37.310001,38.080002,37.310001,38.000000,28.983675,3500
2001-11-23,37.570000,38.099998,37.320000,38.099998,29.059961,1400
2001-11-26,37.950001,38.029999,37.349998,37.980000,28.968416,5500
2001-11-27,38.220001,38.230000,37.380001,37.380001,28.510780,17900
2001-11-28,37.980000,37.990002,37.389999,37.900002,28.907402,3300
2001-11-29,37.910000,37.910000,37.189999,37.299999,28.449768,5100
2001-11-30,37.740002,37.750000,36.959999,37.099998,28.297216,17000
2001-12-03,37.380001,37.380001,36.849998,37.000000,28.220949,2000
2001-12-04,36.799999,37.779999,36.799999,37.049999,28.259073,16000
2001-12-05,37.849998,38.500000,37.279999,37.930000,28.930285,56600
2001-12-06,38.500000,38.549999,38.000000,38.009998,28.991299,6600
2001-12-07,38.680000,39.000000,38.279999,38.970001,29.723530,3200
2001-12-10,39.040001,39.250000,38.430000,38.990002,29.738783,4200
2001-12-11,38.790001,39.250000,38.340000,38.369999,29.265881,2100
2001-12-12,38.650002,38.990002,38.459999,38.990002,29.738783,1500
2001-12-13,38.450001,38.790001,38.000000,38.000000,28.983675,2300
2001-12-14,38.990002,39.060001,37.939999,39.049999,29.784544,2100
2001-12-17,39.090000,39.599998,38.509998,39.599998,30.204042,5600
2001-12-18,40.000000,40.000000,39.630001,40.000000,30.509134,2800
2001-12-19,40.080002,40.080002,38.049999,38.250000,29.174362,9800
2001-12-20,38.060001,39.000000,38.060001,38.220001,29.151480,3900
2001-12-21,38.400002,38.840000,38.279999,38.340000,29.243010,6800
2001-12-24,38.990002,39.000000,38.599998,38.599998,29.441303,800
2001-12-26,38.750000,39.150002,38.459999,38.639999,29.471821,2700
2001-12-27,38.930000,38.930000,38.520000,38.860001,29.639622,2400
2001-12-28,38.950001,39.110001,37.950001,38.410000,29.296402,12800
2001-12-31,38.020000,38.220001,37.299999,37.860001,28.876892,14300
2002-01-02,37.750000,38.189999,37.410000,38.150002,29.098076,3000
2002-01-03,37.240002,38.400002,37.240002,38.400002,29.288771,7500
2002-01-04,39.009998,41.009998,38.700001,41.009998,31.279486,10400
2002-01-07,41.099998,41.099998,39.959999,40.020000,30.524393,3200
2002-01-08,40.000000,40.299999,39.799999,39.830002,30.379471,4100
2002-01-09,40.000000,40.200001,39.700001,39.849998,30.394732,4500
2002-01-10,39.650002,40.250000,39.500000,39.919998,30.448111,7400
2002-01-11,40.189999,40.689999,39.860001,40.240002,30.692184,4300
2002-01-14,40.730000,40.730000,37.500000,37.500000,28.602310,45600
2002-01-15,38.150002,38.360001,37.700001,38.040001,29.014185,21600
2002-01-16,38.340000,38.549999,38.200001,38.459999,29.334524,10700
2002-01-17,38.209999,39.070000,38.209999,39.060001,29.792179,2200
2002-01-18,39.230000,39.919998,39.189999,39.509998,30.135405,7600
2002-01-22,39.500000,39.970001,39.500000,39.750000,30.318457,7700
2002-01-23,39.380001,41.080002,39.360001,40.500000,30.890490,9200
2002-01-24,40.740002,41.000000,40.009998,40.750000,31.081177,7900
2002-01-25,41.000000,41.000000,40.279999,40.570000,30.943884,3300
2002-01-28,40.250000,40.950001,40.250000,40.950001,31.233728,1600
2002-01-29,41.000000,41.000000,40.139999,40.650002,31.004904,2400
2002-01-30,41.000000,41.540001,40.500000,41.029999,31.294741,7400
2002-01-31,41.549999,42.000000,41.000000,42.000000,32.034592,9100
2002-02-01,41.980000,41.980000,40.799999,41.130001,31.371010,7500
2002-02-04,40.770000,41.650002,40.770000,41.000000,31.271866,3800
2002-02-05,41.380001,41.500000,41.000000,41.500000,31.653223,1800
2002-02-06,41.500000,41.599998,41.490002,41.599998,31.729498,600
2002-02-07,41.099998,42.000000,41.099998,41.700001,31.805773,1900
2002-02-08,42.369999,42.389999,41.509998,41.900002,31.958309,1900
2002-02-11,42.320000,43.250000,42.299999,42.970001,32.774429,5800
2002-02-12,43.270000,44.250000,43.009998,44.180000,33.697342,9100
2002-02-13,44.180000,45.000000,43.810001,45.000000,34.518097,5000
2002-02-14,44.150002,45.080002,44.139999,44.750000,34.326328,5200
2002-02-15,45.200001,45.250000,44.279999,44.770000,34.341675,2300
2002-02-19,45.270000,45.330002,44.509998,44.549999,34.172913,2900
2002-02-20,44.990002,45.099998,44.500000,44.500000,34.134567,8800
2002-02-21,44.509998,45.000000,44.250000,44.250000,33.942806,17500
2002-02-22,44.029999,44.130001,43.750000,43.759998,33.566933,7400
2002-02-25,43.759998,44.000000,43.560001,44.000000,33.751030,2400
2002-02-26,44.709999,44.709999,43.810001,43.950001,33.712662,1600
2002-02-27,43.950001,43.950001,43.900002,43.950001,33.712662,300
2002-02-28,43.980000,44.290001,43.580002,44.250000,33.942806,8700
2002-03-01,44.000000,44.000000,43.799999,44.000000,33.751030,6300
2002-03-04,43.990002,44.250000,43.759998,44.250000,33.942806,6900
2002-03-05,43.660000,45.000000,43.660000,45.000000,34.518097,6700
2002-03-06,44.990002,46.000000,44.990002,46.000000,35.285164,10200
2002-03-07,45.820000,45.820000,45.220001,45.330002,34.771221,2300
2002-03-08,45.630001,46.000000,45.119999,46.000000,35.285164,4500
2002-03-11,45.270000,46.099998,45.250000,45.630001,35.001358,4100
2002-03-12,45.250000,45.990002,45.119999,45.970001,35.262169,1500
2002-03-13,46.000000,46.000000,45.340000,45.599998,34.978344,1300
2002-03-14,45.799999,46.599998,45.430000,45.790001,35.124084,8200
2002-03-15,45.560001,46.400002,45.560001,46.070000,35.338867,3300
2002-03-18,46.599998,46.900002,46.279999,46.900002,35.975536,2000
2002-03-19,46.900002,47.880001,46.900002,47.880001,36.727264,4300
2002-03-20,47.520000,47.869999,47.250000,47.419998,36.374390,1300
2002-03-21,47.799999,48.450001,47.630001,48.450001,37.164494,4100
2002-03-22,48.450001,49.990002,48.450001,49.869999,38.253723,12100
2002-03-25,49.980000,50.099998,49.060001,49.680000,38.107986,3200
2002-03-26,48.950001,49.480000,48.500000,48.880001,37.494331,7000
2002-03-27,48.750000,49.099998,48.650002,49.000000,37.586380,7700
2002-03-28,48.509998,49.099998,48.509998,49.000000,37.586380,4200
2002-04-01,48.900002,49.099998,48.389999,48.509998,37.210499,1500
2002-04-02,48.360001,48.360001,47.900002,47.919998,36.757938,1300
2002-04-03,48.680000,48.680000,47.560001,48.000000,36.819309,800
2002-04-04,47.610001,48.950001,47.610001,48.950001,37.548046,4800
2002-04-05,48.950001,49.700001,47.799999,49.049999,37.624733,5000
2002-04-08,49.200001,49.200001,48.220001,49.099998,37.663082,3500
2002-04-09,49.720001,49.720001,48.650002,49.099998,37.663082,9600
2002-04-10,49.000000,49.320000,48.799999,49.099998,37.663082,7200
2002-04-11,49.099998,49.720001,49.099998,49.200001,37.739780,1200
2002-04-12,48.959999,50.950001,48.959999,50.950001,39.082169,5900
2002-04-15,51.259998,51.480000,50.759998,51.419998,39.442688,4800
2002-04-16,51.490002,52.090000,50.910000,51.150002,39.235565,19000
2002-04-17,51.000000,51.250000,50.500000,50.849998,39.005447,5200
2002-04-18,50.360001,51.340000,50.230000,50.549999,38.775341,6100
2002-04-19,50.459999,51.240002,50.459999,51.070000,39.174213,2300
2002-04-22,51.689999,51.689999,50.490002,51.290001,39.342968,4900
2002-04-23,50.720001,51.250000,50.709999,51.130001,39.220245,2500
2002-04-24,51.130001,51.220001,50.610001,51.029999,39.143517,5000
2002-04-25,51.020000,51.029999,50.990002,51.029999,39.143517,3000
2002-04-26,51.009998,51.029999,48.820000,49.279999,37.801151,5300
2002-04-29,49.580002,50.189999,49.279999,50.189999,38.499191,7100
2002-04-30,50.330002,50.330002,49.160000,49.160000,37.709103,9700
2002-05-01,49.110001,50.099998,49.110001,50.099998,38.430157,8300
2002-05-02,50.099998,50.410000,50.099998,50.240002,38.537537,3300
2002-05-03,50.240002,50.439999,49.750000,50.250000,38.545212,6400
2002-05-06,50.400002,50.400002,49.250000,49.389999,37.885517,3700
2002-05-07,49.230000,50.090000,48.490002,48.490002,37.195164,38400
2002-05-08,48.709999,49.410000,46.700001,46.700001,35.822121,23400
2002-05-09,47.980000,47.980000,44.500000,44.750000,34.326328,24400
2002-05-10,44.990002,45.000000,44.110001,44.240002,33.935127,12300
2002-05-13,44.500000,45.060001,44.189999,45.049999,34.556450,19800
2002-05-14,45.340000,48.750000,45.049999,48.750000,37.394596,26700
2002-05-15,48.770000,49.049999,47.790001,48.419998,37.332935,9300
2002-05-16,48.470001,48.470001,46.759998,46.799999,36.083866,10300
2002-05-17,46.709999,47.880001,46.709999,47.000000,36.238083,7900
2002-05-20,47.000000,47.450001,46.400002,46.799999,36.083866,10400
2002-05-21,46.500000,47.270000,46.500000,46.529999,35.875683,27400
2002-05-22,46.529999,47.090000,46.500000,46.500000,35.852566,2000
2002-05-23,47.090000,47.880001,46.709999,46.900002,36.160980,7500
2002-05-24,46.910000,47.959999,46.900002,47.959999,36.978249,4400
2002-05-28,48.480000,48.500000,48.029999,48.250000,37.201855,3700
2002-05-29,48.980000,48.980000,48.200001,48.240002,37.194138,8400
2002-05-30,48.689999,48.689999,47.720001,48.450001,37.356056,7500
2002-05-31,48.750000,50.000000,48.540001,49.439999,38.119362,12600
2002-06-03,49.990002,49.990002,48.849998,48.869999,37.679886,7600
2002-06-04,48.509998,48.950001,47.849998,47.869999,36.908859,32000
2002-06-05,47.599998,48.209999,47.250000,47.500000,36.623592,6600
2002-06-06,47.410000,47.410000,46.330002,46.330002,35.721497,8600
2002-06-07,47.000000,47.000000,45.799999,45.939999,35.420788,10900
2002-06-10,46.980000,46.990002,44.400002,44.500000,34.310516,16800
2002-06-11,45.389999,45.790001,44.400002,45.490002,35.073841,9000
2002-06-12,45.500000,45.889999,45.220001,45.299999,34.927349,9800
2002-06-13,45.299999,45.299999,43.799999,43.930000,33.871044,5300
2002-06-14,44.250000,45.660000,44.110001,44.799999,34.541821,21700
2002-06-17,45.000000,45.889999,44.529999,45.500000,35.081535,12700
2002-06-18,45.759998,46.299999,45.540001,45.900002,35.389946,8600
2002-06-19,45.500000,46.040001,45.200001,45.509998,35.089241,6400
2002-06-20,45.259998,45.939999,44.299999,44.509998,34.318207,25600
2002-06-21,44.580002,44.580002,42.650002,42.660000,32.891838,24400
2002-06-24,43.799999,44.000000,42.740002,43.970001,33.901871,9400
2002-06-25,43.970001,44.599998,43.730000,43.730000,33.716835,19800
2002-06-26,43.500000,43.500000,42.299999,42.959999,33.123154,10400
2002-06-27,42.349998,43.049999,42.349998,43.049999,33.192539,7600
2002-06-28,43.040001,43.599998,42.540001,43.000000,33.153999,11900
2002-07-01,43.650002,43.650002,42.500000,42.990002,33.146271,7600
2002-07-02,43.660000,43.660000,42.209999,43.650002,33.655155,8600
2002-07-03,43.000000,44.049999,42.439999,42.799999,32.999779,24100
2002-07-05,42.389999,43.400002,42.389999,42.450001,32.729919,600
2002-07-08,42.299999,42.930000,42.299999,42.619999,32.860989,3800
2002-07-09,43.290001,43.290001,42.299999,42.509998,32.776188,6400
2002-07-10,42.549999,43.439999,42.549999,43.250000,33.346722,3500
